sessionnum,condition,playerid,decision0d1c,previous_decision,round_num,num_neighbors,group_size,fluid_dummy,_Icondition_2,_Icondition_3,_Icondition_4
19,Fluid,1909,1,1,3,10,25,1,0,0,0
4,Fluid,412,0,0,3,15,28,1,0,0,0
19,Fluid,1919,1,1,3,10,25,1,0,0,0
10,Fluid,1010,1,1,3,7,23,1,0,0,0
19,Fluid,1934,1,1,3,11,25,1,0,0,0
47,Fluid,4704,0,0,3,9,15,1,0,0,0
4,Fluid,429,1,1,3,14,28,1,0,0,0
10,Fluid,1018,0,0,3,10,23,1,0,0,0
47,Fluid,4719,1,1,3,6,15,1,0,0,0
27,Fluid,2715,1,1,3,14,24,1,0,0,0
10,Fluid,1024,0,1,3,13,23,1,0,0,0
19,Fluid,1910,1,1,3,7,25,1,0,0,0
27,Fluid,2723,1,1,3,12,24,1,0,0,0
10,Fluid,1014,0,0,3,8,23,1,0,0,0
15,Fluid,1516,1,1,3,6,12,1,0,0,0
10,Fluid,1012,1,1,3,8,23,1,0,0,0
10,Fluid,1011,0,0,3,11,23,1,0,0,0
47,Fluid,4722,0,0,3,9,15,1,0,0,0
10,Fluid,1000,0,1,3,11,23,1,0,0,0
47,Fluid,4703,0,0,3,6,15,1,0,0,0
34,Fluid,3400,1,1,3,10,18,1,0,0,0
10,Fluid,1001,0,0,3,7,23,1,0,0,0
4,Fluid,424,1,1,3,16,28,1,0,0,0
4,Fluid,414,0,0,3,13,28,1,0,0,0
10,Fluid,1003,0,0,3,4,23,1,0,0,0
10,Fluid,1027,1,0,3,6,23,1,0,0,0
4,Fluid,416,1,1,3,11,28,1,0,0,0
4,Fluid,410,0,0,3,9,28,1,0,0,0
19,Fluid,1912,1,1,3,13,25,1,0,0,0
4,Fluid,421,0,1,3,14,28,1,0,0,0
4,Fluid,432,1,0,3,9,28,1,0,0,0
10,Fluid,1009,1,1,3,12,23,1,0,0,0
34,Fluid,3413,1,1,3,9,18,1,0,0,0
27,Fluid,2708,1,1,3,14,24,1,0,0,0
27,Fluid,2730,0,1,3,15,24,1,0,0,0
10,Fluid,1029,1,1,3,8,23,1,0,0,0
19,Fluid,1924,1,1,3,8,25,1,0,0,0
34,Fluid,3409,0,0,3,9,18,1,0,0,0
23,Fluid,2314,0,1,3,11,18,1,0,0,0
4,Fluid,406,1,1,3,13,28,1,0,0,0
15,Fluid,1505,0,0,3,6,12,1,0,0,0
27,Fluid,2712,1,1,3,13,24,1,0,0,0
10,Fluid,1006,0,0,3,5,23,1,0,0,0
27,Fluid,2718,1,1,3,14,24,1,0,0,0
19,Fluid,1901,1,1,3,12,25,1,0,0,0
34,Fluid,3421,1,1,3,8,18,1,0,0,0
34,Fluid,3408,1,1,3,8,18,1,0,0,0
4,Fluid,430,1,1,3,15,28,1,0,0,0
19,Fluid,1915,0,0,3,8,25,1,0,0,0
23,Fluid,2324,0,0,3,1,18,1,0,0,0
23,Fluid,2308,0,0,3,7,18,1,0,0,0
23,Fluid,2304,0,1,3,8,18,1,0,0,0
4,Fluid,403,0,1,3,16,28,1,0,0,0
23,Fluid,2322,1,1,3,6,18,1,0,0,0
15,Fluid,1515,1,1,3,4,12,1,0,0,0
27,Fluid,2700,0,1,3,10,24,1,0,0,0
4,Fluid,400,1,1,3,16,28,1,0,0,0
19,Fluid,1907,0,0,3,8,25,1,0,0,0
34,Fluid,3417,1,1,3,10,18,1,0,0,0
27,Fluid,2726,1,1,3,10,24,1,0,0,0
23,Fluid,2302,0,0,3,8,18,1,0,0,0
15,Fluid,1514,1,1,3,7,12,1,0,0,0
4,Fluid,411,1,0,3,9,28,1,0,0,0
19,Fluid,1928,0,1,3,14,25,1,0,0,0
34,Fluid,3419,1,1,3,13,18,1,0,0,0
27,Fluid,2714,0,0,3,7,24,1,0,0,0
27,Fluid,2724,1,1,3,11,24,1,0,0,0
27,Fluid,2731,0,1,3,11,24,1,0,0,0
27,Fluid,2707,1,1,3,13,24,1,0,0,0
27,Fluid,2717,1,1,3,11,24,1,0,0,0
27,Fluid,2702,0,1,3,7,24,1,0,0,0
47,Fluid,4717,1,1,3,6,15,1,0,0,0
15,Fluid,1503,1,1,3,8,12,1,0,0,0
15,Fluid,1509,1,1,3,4,12,1,0,0,0
27,Fluid,2701,0,1,3,14,24,1,0,0,0
4,Fluid,422,0,0,3,15,28,1,0,0,0
4,Fluid,433,1,1,3,12,28,1,0,0,0
19,Fluid,1917,1,1,3,14,25,1,0,0,0
23,Fluid,2310,0,0,3,5,18,1,0,0,0
10,Fluid,1008,1,1,3,8,23,1,0,0,0
10,Fluid,1021,1,1,3,11,23,1,0,0,0
15,Fluid,1506,1,1,3,7,12,1,0,0,0
4,Fluid,408,1,1,3,15,28,1,0,0,0
19,Fluid,1902,0,1,3,11,25,1,0,0,0
27,Fluid,2721,1,1,3,13,24,1,0,0,0
23,Fluid,2325,1,1,3,9,18,1,0,0,0
23,Fluid,2309,1,1,3,12,18,1,0,0,0
34,Fluid,3411,1,1,3,8,18,1,0,0,0
4,Fluid,401,0,1,3,16,28,1,0,0,0
34,Fluid,3407,0,0,3,7,18,1,0,0,0
10,Fluid,1016,0,1,3,9,23,1,0,0,0
19,Fluid,1904,0,0,3,8,25,1,0,0,0
47,Fluid,4712,1,0,3,7,15,1,0,0,0
34,Fluid,3420,1,1,3,11,18,1,0,0,0
4,Fluid,413,1,1,3,16,28,1,0,0,0
47,Fluid,4701,0,1,3,3,15,1,0,0,0
27,Fluid,2728,1,1,3,11,24,1,0,0,0
19,Fluid,1923,1,1,3,9,25,1,0,0,0
34,Fluid,3416,0,0,3,7,18,1,0,0,0
23,Fluid,2320,1,1,3,7,18,1,0,0,0
47,Fluid,4709,0,0,3,8,15,1,0,0,0
4,Fluid,428,1,1,3,15,28,1,0,0,0
27,Fluid,2732,1,1,3,10,24,1,0,0,0
34,Fluid,3412,0,0,3,9,18,1,0,0,0
27,Fluid,2711,1,1,3,11,24,1,0,0,0
15,Fluid,1520,1,1,3,6,12,1,0,0,0
34,Fluid,3404,1,1,3,9,18,1,0,0,0
10,Fluid,1019,1,1,3,9,23,1,0,0,0
23,Fluid,2306,0,0,4,15,17,1,0,0,0
10,Fluid,1017,1,0,4,6,22,1,0,0,0
19,Fluid,1910,1,1,4,14,23,1,0,0,0
10,Fluid,1008,1,1,4,9,22,1,0,0,0
27,Fluid,2731,0,0,4,12,24,1,0,0,0
27,Fluid,2713,1,1,4,16,24,1,0,0,0
15,Fluid,1506,1,1,4,8,12,1,0,0,0
27,Fluid,2704,1,1,4,15,24,1,0,0,0
47,Fluid,4710,1,1,4,8,15,1,0,0,0
27,Fluid,2724,1,1,4,13,24,1,0,0,0
47,Fluid,4716,1,1,4,10,15,1,0,0,0
10,Fluid,1012,1,1,4,8,22,1,0,0,0
19,Fluid,1907,0,0,4,11,23,1,0,0,0
27,Fluid,2730,1,0,4,16,24,1,0,0,0
27,Fluid,2715,1,1,4,16,24,1,0,0,0
10,Fluid,1010,1,1,4,6,22,1,0,0,0
10,Fluid,1001,0,0,4,6,22,1,0,0,0
10,Fluid,1002,0,1,4,13,22,1,0,0,0
15,Fluid,1514,1,1,4,7,12,1,0,0,0
47,Fluid,4704,0,0,4,12,15,1,0,0,0
19,Fluid,1903,1,1,4,16,23,1,0,0,0
27,Fluid,2723,1,1,4,17,24,1,0,0,0
47,Fluid,4714,0,1,4,6,15,1,0,0,0
10,Fluid,1021,1,1,4,10,22,1,0,0,0
19,Fluid,1930,1,1,4,14,23,1,0,0,0
23,Fluid,2323,0,0,4,6,17,1,0,0,0
19,Fluid,1919,0,1,4,13,23,1,0,0,0
23,Fluid,2318,0,1,4,7,17,1,0,0,0
47,Fluid,4713,1,1,4,6,15,1,0,0,0
19,Fluid,1908,0,0,4,12,23,1,0,0,0
27,Fluid,2711,1,1,4,9,24,1,0,0,0
10,Fluid,1029,1,1,4,12,22,1,0,0,0
10,Fluid,1030,0,0,4,7,22,1,0,0,0
15,Fluid,1515,1,1,4,7,12,1,0,0,0
27,Fluid,2728,1,1,4,14,24,1,0,0,0
15,Fluid,1503,1,1,4,9,12,1,0,0,0
23,Fluid,2325,0,1,4,10,17,1,0,0,0
10,Fluid,1009,1,1,4,14,22,1,0,0,0
19,Fluid,1923,1,1,4,14,23,1,0,0,0
19,Fluid,1914,1,1,4,14,23,1,0,0,0
23,Fluid,2320,0,1,4,8,17,1,0,0,0
19,Fluid,1915,0,0,4,11,23,1,0,0,0
19,Fluid,1934,1,1,4,13,23,1,0,0,0
47,Fluid,4719,1,1,4,8,15,1,0,0,0
27,Fluid,2708,1,1,4,15,24,1,0,0,0
10,Fluid,1011,0,0,4,12,22,1,0,0,0
23,Fluid,2324,0,0,4,1,17,1,0,0,0
15,Fluid,1517,1,1,4,7,12,1,0,0,0
15,Fluid,1500,0,0,4,7,12,1,0,0,0
15,Fluid,1519,1,0,4,4,12,1,0,0,0
19,Fluid,1922,0,1,4,12,23,1,0,0,0
19,Fluid,1918,1,1,4,14,23,1,0,0,0
10,Fluid,1018,0,0,4,13,22,1,0,0,0
10,Fluid,1024,0,0,4,12,22,1,0,0,0
10,Fluid,1007,1,1,4,11,22,1,0,0,0
15,Fluid,1513,1,1,4,6,12,1,0,0,0
10,Fluid,1000,0,0,4,8,22,1,0,0,0
19,Fluid,1901,1,1,4,14,23,1,0,0,0
27,Fluid,2712,1,1,4,14,24,1,0,0,0
10,Fluid,1003,0,0,4,6,22,1,0,0,0
10,Fluid,1006,0,0,4,4,22,1,0,0,0
10,Fluid,1016,1,0,4,8,22,1,0,0,0
47,Fluid,4722,0,0,4,6,15,1,0,0,0
23,Fluid,2309,1,1,4,13,17,1,0,0,0
27,Fluid,2718,1,1,4,16,24,1,0,0,0
27,Fluid,2701,1,0,4,12,24,1,0,0,0
19,Fluid,1912,1,1,4,16,23,1,0,0,0
19,Fluid,1924,1,1,4,12,23,1,0,0,0
23,Fluid,2303,0,1,4,5,17,1,0,0,0
47,Fluid,4715,0,1,4,8,15,1,0,0,0
19,Fluid,1904,0,0,4,10,23,1,0,0,0
27,Fluid,2710,1,1,4,10,24,1,0,0,0
27,Fluid,2707,1,1,4,13,24,1,0,0,0
23,Fluid,2310,0,0,4,7,17,1,0,0,0
15,Fluid,1520,1,1,4,8,12,1,0,0,0
23,Fluid,2319,0,1,4,5,17,1,0,0,0
19,Fluid,1916,1,1,4,16,23,1,0,0,0
27,Fluid,2726,1,1,4,11,24,1,0,0,0
19,Fluid,1937,0,0,4,6,23,1,0,0,0
19,Fluid,1927,0,0,4,10,23,1,0,0,0
23,Fluid,2304,1,0,4,8,17,1,0,0,0
27,Fluid,2714,0,0,4,8,24,1,0,0,0
23,Fluid,2314,1,0,4,10,17,1,0,0,0
23,Fluid,2302,0,0,4,6,17,1,0,0,0
15,Fluid,1505,0,0,4,6,12,1,0,0,0
15,Fluid,1509,1,1,4,7,12,1,0,0,0
23,Fluid,2307,1,1,4,9,17,1,0,0,0
47,Fluid,4712,0,1,4,8,15,1,0,0,0
10,Fluid,1027,0,1,4,10,22,1,0,0,0
15,Fluid,1516,1,1,4,8,12,1,0,0,0
47,Fluid,4701,0,0,4,4,15,1,0,0,0
19,Fluid,1917,1,1,4,16,23,1,0,0,0
27,Fluid,2702,1,0,4,6,24,1,0,0,0
47,Fluid,4703,0,0,4,9,15,1,0,0,0
27,Fluid,2700,1,0,4,11,24,1,0,0,0
10,Fluid,1014,0,0,4,6,22,1,0,0,0
23,Fluid,2322,1,1,4,9,17,1,0,0,0
10,Fluid,1005,0,0,4,7,22,1,0,0,0
19,Fluid,1935,0,0,4,15,23,1,0,0,0
47,Fluid,4702,0,0,4,9,15,1,0,0,0
47,Fluid,4718,1,1,4,8,15,1,0,0,0
19,Fluid,1900,1,1,4,17,23,1,0,0,0
27,Fluid,2732,0,1,4,10,24,1,0,0,0
47,Fluid,4717,1,1,4,10,15,1,0,0,0
19,Fluid,1902,1,0,4,8,23,1,0,0,0
10,Fluid,1019,1,1,4,8,22,1,0,0,0
47,Fluid,4709,0,0,4,10,15,1,0,0,0
27,Fluid,2725,0,1,4,9,24,1,0,0,0
23,Fluid,2305,1,1,4,10,17,1,0,0,0
27,Fluid,2717,1,1,4,16,24,1,0,0,0
23,Fluid,2308,0,0,4,9,17,1,0,0,0
27,Fluid,2703,1,1,4,11,24,1,0,0,0
27,Fluid,2721,1,1,4,14,24,1,0,0,0
15,Fluid,1503,1,1,5,8,12,1,0,0,0
47,Fluid,4712,1,0,5,7,15,1,0,0,0
47,Fluid,4717,1,1,5,11,15,1,0,0,0
27,Fluid,2724,1,1,5,14,23,1,0,0,0
19,Fluid,1902,0,1,5,13,20,1,0,0,0
19,Fluid,1919,0,0,5,13,20,1,0,0,0
27,Fluid,2713,1,1,5,15,23,1,0,0,0
27,Fluid,2715,1,1,5,17,23,1,0,0,0
47,Fluid,4718,1,1,5,8,15,1,0,0,0
23,Fluid,2302,0,0,5,6,17,1,0,0,0
23,Fluid,2305,0,1,5,12,17,1,0,0,0
23,Fluid,2320,0,0,5,7,17,1,0,0,0
19,Fluid,1934,1,1,5,13,20,1,0,0,0
27,Fluid,2707,1,1,5,14,23,1,0,0,0
19,Fluid,1904,0,0,5,8,20,1,0,0,0
23,Fluid,2325,1,0,5,7,17,1,0,0,0
19,Fluid,1910,0,1,5,14,20,1,0,0,0
23,Fluid,2306,0,0,5,11,17,1,0,0,0
19,Fluid,1900,0,1,5,16,20,1,0,0,0
15,Fluid,1514,1,1,5,7,12,1,0,0,0
15,Fluid,1520,0,1,5,8,12,1,0,0,0
27,Fluid,2710,0,1,5,12,23,1,0,0,0
15,Fluid,1515,1,1,5,8,12,1,0,0,0
23,Fluid,2307,1,1,5,10,17,1,0,0,0
15,Fluid,1516,1,1,5,9,12,1,0,0,0
27,Fluid,2717,1,1,5,16,23,1,0,0,0
23,Fluid,2318,0,0,5,9,17,1,0,0,0
27,Fluid,2730,0,1,5,16,23,1,0,0,0
19,Fluid,1914,1,1,5,14,20,1,0,0,0
19,Fluid,1901,1,1,5,16,20,1,0,0,0
27,Fluid,2725,1,0,5,6,23,1,0,0,0
23,Fluid,2310,0,0,5,8,17,1,0,0,0
23,Fluid,2303,1,0,5,6,17,1,0,0,0
15,Fluid,1505,1,0,5,4,12,1,0,0,0
27,Fluid,2702,0,1,5,9,23,1,0,0,0
19,Fluid,1918,1,1,5,14,20,1,0,0,0
27,Fluid,2718,1,1,5,17,23,1,0,0,0
23,Fluid,2304,0,1,5,9,17,1,0,0,0
15,Fluid,1506,1,1,5,8,12,1,0,0,0
23,Fluid,2322,1,1,5,8,17,1,0,0,0
15,Fluid,1509,1,1,5,7,12,1,0,0,0
19,Fluid,1935,0,0,5,11,20,1,0,0,0
23,Fluid,2324,0,0,5,2,17,1,0,0,0
27,Fluid,2708,1,1,5,14,23,1,0,0,0
27,Fluid,2712,1,1,5,16,23,1,0,0,0
27,Fluid,2721,1,1,5,16,23,1,0,0,0
19,Fluid,1907,0,0,5,8,20,1,0,0,0
27,Fluid,2732,0,0,5,7,23,1,0,0,0
27,Fluid,2701,0,1,5,9,23,1,0,0,0
47,Fluid,4709,0,0,5,8,15,1,0,0,0
23,Fluid,2309,1,1,5,10,17,1,0,0,0
15,Fluid,1519,0,1,5,5,12,1,0,0,0
27,Fluid,2711,1,1,5,13,23,1,0,0,0
27,Fluid,2700,0,1,5,14,23,1,0,0,0
19,Fluid,1903,1,1,5,14,20,1,0,0,0
23,Fluid,2308,0,0,5,10,17,1,0,0,0
47,Fluid,4719,0,1,5,8,15,1,0,0,0
15,Fluid,1500,0,0,5,6,12,1,0,0,0
19,Fluid,1916,1,1,5,16,20,1,0,0,0
19,Fluid,1927,0,0,5,7,20,1,0,0,0
47,Fluid,4701,0,0,5,5,15,1,0,0,0
27,Fluid,2728,1,1,5,14,23,1,0,0,0
47,Fluid,4703,0,0,5,10,15,1,0,0,0
19,Fluid,1917,1,1,5,15,20,1,0,0,0
19,Fluid,1923,1,1,5,15,20,1,0,0,0
15,Fluid,1517,1,1,5,8,12,1,0,0,0
47,Fluid,4715,0,0,5,6,15,1,0,0,0
19,Fluid,1912,1,1,5,14,20,1,0,0,0
27,Fluid,2704,1,1,5,15,23,1,0,0,0
27,Fluid,2703,1,1,5,16,23,1,0,0,0
47,Fluid,4716,1,1,5,11,15,1,0,0,0
27,Fluid,2731,1,0,5,11,23,1,0,0,0
23,Fluid,2319,1,0,5,4,17,1,0,0,0
47,Fluid,4713,0,1,5,8,15,1,0,0,0
47,Fluid,4714,0,0,5,6,15,1,0,0,0
27,Fluid,2726,1,1,5,13,23,1,0,0,0
19,Fluid,1922,1,0,5,6,20,1,0,0,0
47,Fluid,4702,0,0,5,9,15,1,0,0,0
19,Fluid,1915,0,0,5,14,20,1,0,0,0
19,Fluid,1924,1,1,5,13,20,1,0,0,0
27,Fluid,2714,0,0,5,10,23,1,0,0,0
15,Fluid,1513,1,1,5,8,12,1,0,0,0
47,Fluid,4710,1,1,5,8,15,1,0,0,0
23,Fluid,2314,0,1,5,13,17,1,0,0,0
47,Fluid,4704,0,0,5,11,15,1,0,0,0
47,Fluid,4722,1,0,5,4,15,1,0,0,0
23,Fluid,2323,0,0,5,6,17,1,0,0,0
23,Fluid,2308,1,0,6,4,17,1,0,0,0
15,Fluid,1500,0,0,6,5,12,1,0,0,0
23,Fluid,2304,1,0,6,6,17,1,0,0,0
15,Fluid,1503,1,1,6,8,12,1,0,0,0
47,Fluid,4704,0,0,6,10,15,1,0,0,0
19,Fluid,1924,0,1,6,14,19,1,0,0,0
19,Fluid,1919,0,0,6,8,19,1,0,0,0
19,Fluid,1915,0,0,6,11,19,1,0,0,0
19,Fluid,1917,1,1,6,13,19,1,0,0,0
47,Fluid,4717,1,1,6,11,15,1,0,0,0
15,Fluid,1505,0,1,6,7,12,1,0,0,0
15,Fluid,1514,1,1,6,8,12,1,0,0,0
47,Fluid,4701,0,0,6,6,15,1,0,0,0
15,Fluid,1515,1,1,6,6,12,1,0,0,0
23,Fluid,2318,0,0,6,8,17,1,0,0,0
19,Fluid,1927,1,0,6,7,19,1,0,0,0
19,Fluid,1901,0,1,6,14,19,1,0,0,0
19,Fluid,1922,1,1,6,14,19,1,0,0,0
47,Fluid,4715,0,0,6,8,15,1,0,0,0
47,Fluid,4713,0,0,6,9,15,1,0,0,0
23,Fluid,2314,0,0,6,14,17,1,0,0,0
19,Fluid,1900,1,0,6,12,19,1,0,0,0
19,Fluid,1904,0,0,6,6,19,1,0,0,0
15,Fluid,1513,1,1,6,8,12,1,0,0,0
19,Fluid,1918,1,1,6,17,19,1,0,0,0
19,Fluid,1910,0,0,6,7,19,1,0,0,0
23,Fluid,2325,0,1,6,9,17,1,0,0,0
47,Fluid,4722,0,1,6,7,15,1,0,0,0
47,Fluid,4718,1,1,6,9,15,1,0,0,0
15,Fluid,1517,1,1,6,9,12,1,0,0,0
19,Fluid,1902,1,0,6,8,19,1,0,0,0
15,Fluid,1506,1,1,6,10,12,1,0,0,0
23,Fluid,2309,1,1,6,8,17,1,0,0,0
15,Fluid,1519,1,0,6,7,12,1,0,0,0
19,Fluid,1903,1,1,6,15,19,1,0,0,0
47,Fluid,4712,0,1,6,8,15,1,0,0,0
19,Fluid,1907,0,0,6,12,19,1,0,0,0
23,Fluid,2320,0,0,6,5,17,1,0,0,0
23,Fluid,2306,0,0,6,9,17,1,0,0,0
19,Fluid,1935,1,0,6,4,19,1,0,0,0
23,Fluid,2303,0,1,6,4,17,1,0,0,0
23,Fluid,2323,0,0,6,4,17,1,0,0,0
23,Fluid,2322,0,1,6,10,17,1,0,0,0
19,Fluid,1912,1,1,6,14,19,1,0,0,0
19,Fluid,1923,1,1,6,14,19,1,0,0,0
15,Fluid,1516,0,1,6,10,12,1,0,0,0
23,Fluid,2305,1,0,6,6,17,1,0,0,0
47,Fluid,4714,0,0,6,6,15,1,0,0,0
15,Fluid,1520,1,0,6,8,12,1,0,0,0
47,Fluid,4702,0,0,6,8,15,1,0,0,0
23,Fluid,2307,1,1,6,6,17,1,0,0,0
23,Fluid,2310,0,0,6,7,17,1,0,0,0
47,Fluid,4709,0,0,6,8,15,1,0,0,0
19,Fluid,1914,1,1,6,16,19,1,0,0,0
47,Fluid,4710,1,1,6,10,15,1,0,0,0
47,Fluid,4716,1,1,6,12,15,1,0,0,0
23,Fluid,2319,0,1,6,7,17,1,0,0,0
47,Fluid,4719,1,0,6,9,15,1,0,0,0
19,Fluid,1916,1,1,6,14,19,1,0,0,0
15,Fluid,1509,1,1,6,8,12,1,0,0,0
23,Fluid,2302,0,0,6,6,17,1,0,0,0
47,Fluid,4703,0,0,6,7,15,1,0,0,0
23,Fluid,2324,0,0,6,3,17,1,0,0,0
47,Fluid,4713,1,0,7,9,15,1,0,0,0
47,Fluid,4715,0,0,7,9,15,1,0,0,0
47,Fluid,4710,1,1,7,11,15,1,0,0,0
19,Fluid,1918,1,1,7,18,19,1,0,0,0
19,Fluid,1901,0,0,7,9,19,1,0,0,0
19,Fluid,1935,0,1,7,14,19,1,0,0,0
19,Fluid,1907,0,0,7,9,19,1,0,0,0
47,Fluid,4718,1,1,7,9,15,1,0,0,0
47,Fluid,4709,0,0,7,7,15,1,0,0,0
19,Fluid,1927,0,1,7,14,19,1,0,0,0
19,Fluid,1919,0,0,7,11,19,1,0,0,0
15,Fluid,1506,1,1,7,10,12,1,0,0,0
15,Fluid,1516,1,0,7,9,12,1,0,0,0
15,Fluid,1503,1,1,7,9,12,1,0,0,0
19,Fluid,1910,0,0,7,7,19,1,0,0,0
15,Fluid,1519,0,1,7,8,12,1,0,0,0
47,Fluid,4701,0,0,7,6,15,1,0,0,0
19,Fluid,1912,1,1,7,14,19,1,0,0,0
47,Fluid,4702,0,0,7,7,15,1,0,0,0
15,Fluid,1515,1,1,7,6,12,1,0,0,0
15,Fluid,1520,1,1,7,8,12,1,0,0,0
47,Fluid,4717,1,1,7,10,15,1,0,0,0
47,Fluid,4722,1,0,7,7,15,1,0,0,0
15,Fluid,1513,1,1,7,8,12,1,0,0,0
15,Fluid,1514,1,1,7,7,12,1,0,0,0
15,Fluid,1517,1,1,7,10,12,1,0,0,0
19,Fluid,1902,1,1,7,13,19,1,0,0,0
19,Fluid,1917,1,1,7,16,19,1,0,0,0
19,Fluid,1914,1,1,7,15,19,1,0,0,0
15,Fluid,1509,1,1,7,8,12,1,0,0,0
47,Fluid,4704,0,0,7,9,15,1,0,0,0
19,Fluid,1924,1,0,7,9,19,1,0,0,0
19,Fluid,1923,1,1,7,17,19,1,0,0,0
19,Fluid,1900,1,1,7,17,19,1,0,0,0
19,Fluid,1922,1,1,7,15,19,1,0,0,0
19,Fluid,1903,1,1,7,15,19,1,0,0,0
19,Fluid,1904,0,0,7,10,19,1,0,0,0
19,Fluid,1915,0,0,7,11,19,1,0,0,0
47,Fluid,4714,0,0,7,6,15,1,0,0,0
15,Fluid,1505,1,0,7,7,12,1,0,0,0
47,Fluid,4712,1,0,7,8,15,1,0,0,0
47,Fluid,4716,1,1,7,10,15,1,0,0,0
47,Fluid,4703,0,0,7,8,15,1,0,0,0
19,Fluid,1916,1,1,7,16,19,1,0,0,0
47,Fluid,4719,0,1,7,10,15,1,0,0,0
15,Fluid,1500,0,0,7,6,12,1,0,0,0
47,Fluid,4719,1,0,8,11,15,1,0,0,0
15,Fluid,1513,1,1,8,8,12,1,0,0,0
19,Fluid,1917,1,1,8,14,19,1,0,0,0
15,Fluid,1514,1,1,8,7,12,1,0,0,0
47,Fluid,4718,1,1,8,9,15,1,0,0,0
19,Fluid,1919,1,0,8,9,19,1,0,0,0
15,Fluid,1503,1,1,8,8,12,1,0,0,0
15,Fluid,1500,0,0,8,7,12,1,0,0,0
19,Fluid,1910,0,0,8,0,19,1,0,0,0
19,Fluid,1915,0,0,8,9,19,1,0,0,0
15,Fluid,1505,0,1,8,7,12,1,0,0,0
47,Fluid,4709,0,0,8,6,15,1,0,0,0
19,Fluid,1903,1,1,8,15,19,1,0,0,0
47,Fluid,4703,0,0,8,10,15,1,0,0,0
19,Fluid,1927,0,0,8,11,19,1,0,0,0
19,Fluid,1902,1,1,8,13,19,1,0,0,0
19,Fluid,1935,0,0,8,10,19,1,0,0,0
19,Fluid,1923,1,1,8,14,19,1,0,0,0
15,Fluid,1515,1,1,8,8,12,1,0,0,0
15,Fluid,1517,1,1,8,8,12,1,0,0,0
19,Fluid,1900,0,1,8,17,19,1,0,0,0
19,Fluid,1918,1,1,8,15,19,1,0,0,0
47,Fluid,4713,0,1,8,9,15,1,0,0,0
19,Fluid,1907,0,0,8,12,19,1,0,0,0
47,Fluid,4715,0,0,8,10,15,1,0,0,0
15,Fluid,1506,1,1,8,9,12,1,0,0,0
15,Fluid,1516,1,1,8,10,12,1,0,0,0
19,Fluid,1924,1,1,8,14,19,1,0,0,0
19,Fluid,1914,1,1,8,14,19,1,0,0,0
15,Fluid,1519,0,0,8,6,12,1,0,0,0
47,Fluid,4717,1,1,8,10,15,1,0,0,0
15,Fluid,1520,1,1,8,7,12,1,0,0,0
47,Fluid,4701,0,0,8,8,15,1,0,0,0
47,Fluid,4712,0,1,8,9,15,1,0,0,0
15,Fluid,1509,1,1,8,9,12,1,0,0,0
47,Fluid,4704,0,0,8,8,15,1,0,0,0
19,Fluid,1916,1,1,8,15,19,1,0,0,0
19,Fluid,1901,0,0,8,7,19,1,0,0,0
47,Fluid,4716,1,1,8,12,15,1,0,0,0
47,Fluid,4722,0,1,8,7,15,1,0,0,0
19,Fluid,1912,1,1,8,16,19,1,0,0,0
19,Fluid,1904,0,0,8,6,19,1,0,0,0
47,Fluid,4710,0,1,8,12,15,1,0,0,0
47,Fluid,4714,0,0,8,5,15,1,0,0,0
19,Fluid,1922,0,1,8,13,19,1,0,0,0
47,Fluid,4702,0,0,8,8,15,1,0,0,0
15,Fluid,1517,1,1,9,9,12,1,0,0,0
19,Fluid,1916,1,1,9,13,17,1,0,0,0
19,Fluid,1935,0,0,9,8,17,1,0,0,0
15,Fluid,1500,0,0,9,6,12,1,0,0,0
15,Fluid,1513,1,1,9,8,12,1,0,0,0
19,Fluid,1903,1,1,9,14,17,1,0,0,0
15,Fluid,1506,1,1,9,7,12,1,0,0,0
15,Fluid,1515,1,1,9,8,12,1,0,0,0
15,Fluid,1505,1,0,9,5,12,1,0,0,0
15,Fluid,1516,0,1,9,8,12,1,0,0,0
19,Fluid,1923,1,1,9,12,17,1,0,0,0
19,Fluid,1917,1,1,9,14,17,1,0,0,0
19,Fluid,1918,1,1,9,9,17,1,0,0,0
19,Fluid,1907,0,0,9,5,17,1,0,0,0
19,Fluid,1922,1,0,9,9,17,1,0,0,0
15,Fluid,1509,1,1,9,8,12,1,0,0,0
15,Fluid,1519,1,0,9,5,12,1,0,0,0
19,Fluid,1927,0,0,9,8,17,1,0,0,0
19,Fluid,1919,0,1,9,15,17,1,0,0,0
15,Fluid,1514,1,1,9,6,12,1,0,0,0
19,Fluid,1924,0,1,9,12,17,1,0,0,0
19,Fluid,1914,1,1,9,14,17,1,0,0,0
15,Fluid,1503,1,1,9,8,12,1,0,0,0
19,Fluid,1910,1,0,9,5,17,1,0,0,0
15,Fluid,1520,1,1,9,6,12,1,0,0,0
19,Fluid,1902,1,1,9,11,17,1,0,0,0
19,Fluid,1915,0,0,9,9,17,1,0,0,0
19,Fluid,1912,1,1,9,12,17,1,0,0,0
19,Fluid,1901,1,0,9,6,17,1,0,0,0
19,Fluid,1927,0,0,10,10,17,1,0,0,0
19,Fluid,1918,0,1,10,12,17,1,0,0,0
19,Fluid,1935,0,0,10,8,17,1,0,0,0
19,Fluid,1903,1,1,10,14,17,1,0,0,0
19,Fluid,1923,1,1,10,13,17,1,0,0,0
19,Fluid,1912,1,1,10,14,17,1,0,0,0
